accession,length,host,definition,note,isolation_source,host_raw,ref_titles,record_categories,record_evidence,study_categories,study_evidence,subtype,st_source
MH465063.1,412,Homo sapiens,"Blastocystis hominis strain 1016 small subunit ribosomal RNA gene, partial sequence",subtype: ST6,fecal sample,Homo sapiens,Analysis of PCR as tool for Blastocystis hominis genotyping; Direct Submission,,,,,ST6,barcode_mapping
MH465062.1,441,Homo sapiens,"Blastocystis hominis strain 1022 small subunit ribosomal RNA gene, partial sequence",subtype: ST2,fecal sample,Homo sapiens,Analysis of PCR as tool for Blastocystis hominis genotyping; Direct Submission,,,,,ST2,barcode_mapping
MH465061.1,259,Homo sapiens,"Blastocystis hominis strain 433 24 small subunit ribosomal RNA gene, partial sequence",subtype: ST4,fecal sample,Homo sapiens,Analysis of PCR as tool for Blastocystis hominis genotyping; Direct Submission,,,,,ST4,barcode_mapping
MH465060.1,434,Homo sapiens,"Blastocystis hominis strain 1012 small subunit ribosomal RNA gene, partial sequence",subtype: ST4,fecal sample,Homo sapiens,Analysis of PCR as tool for Blastocystis hominis genotyping; Direct Submission,,,,,,
MH465059.1,408,Homo sapiens,"Blastocystis hominis strain 433 20 small subunit ribosomal RNA gene, partial sequence",subtype: ST4,fecal sample,Homo sapiens,Analysis of PCR as tool for Blastocystis hominis genotyping; Direct Submission,,,,,ST4,barcode_mapping
MH465058.1,465,Homo sapiens,"Blastocystis hominis strain 1131 small subunit ribosomal RNA gene, partial sequence",subtype: ST1,fecal sample,Homo sapiens,Analysis of PCR as tool for Blastocystis hominis genotyping; Direct Submission,,,,,ST1,barcode_mapping
MH465048.1,976,Unknown,"Blastocystis sp. clone School(D)-01 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST3,barcode_mapping
MH465047.1,973,Unknown,"Blastocystis sp. clone School(B)-06 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST6,barcode_mapping
MH465046.1,977,Unknown,"Blastocystis sp. clone School(B)-08 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST1,barcode_mapping
MH465045.1,977,Unknown,"Blastocystis sp. clone School(B)-01 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST1,barcode_mapping
MH465044.1,979,Unknown,"Blastocystis sp. clone School(B)-05 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST3,barcode_mapping
MH465043.1,994,Unknown,"Blastocystis sp. clone School(B)-02 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST7,barcode_mapping
MH465042.1,977,Unknown,"Blastocystis sp. clone School(D)-03 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST3,barcode_mapping
MH465041.1,978,Unknown,"Blastocystis sp. clone School(B)-03 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST1,barcode_mapping
MH465040.1,977,Unknown,"Blastocystis sp. clone School(B)-07 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST1,barcode_mapping
MH465039.1,981,Unknown,"Blastocystis sp. clone School(A)-02 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST1,barcode_mapping
MH465038.1,977,Unknown,"Blastocystis sp. clone School(A)-05 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST1,barcode_mapping
MH465037.1,976,Unknown,"Blastocystis sp. clone School(A)-01 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST1,barcode_mapping
MH465036.1,978,Unknown,"Blastocystis sp. clone School(A)-04 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST1,barcode_mapping
MH465035.1,977,Unknown,"Blastocystis sp. clone School(A)-06 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST1,barcode_mapping
MH465034.1,976,Unknown,"Blastocystis sp. clone School(A)-03 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST1,barcode_mapping
MH465033.1,977,Unknown,"Blastocystis sp. clone School(B)-04 small subunit ribosomal RNA gene, partial sequence",,,,Direct Submission,,,,,ST1,barcode_mapping
MG592389.1,614,Capra hircus,"Blastocystis sp. clone cl1 small subunit ribosomal RNA gene, partial sequence",,,goat,Genetic diversity of Blastocystis in non-primate animals; Direct Submission,,,,,ST14,barcode_mapping
MG280771.1,372,Unknown,"Blastocystis sp. subtype 8 isolate Zoo_41 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST8,barcode_mapping
MG280770.1,372,Unknown,"Blastocystis sp. subtype 8 isolate Zoo_72 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST8,barcode_mapping
MG280769.1,372,Unknown,"Blastocystis sp. subtype 8 isolate LBCE_18256 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST8,barcode_mapping
MG280768.1,372,Unknown,"Blastocystis sp. subtype 8 isolate Zoo_31 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST8,barcode_mapping
MG280767.1,372,Unknown,"Blastocystis sp. subtype 8 isolate Zoo_12 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST8,barcode_mapping
MG280766.1,372,Unknown,"Blastocystis sp. subtype 8 isolate NEC 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST8,barcode_mapping
MG280765.1,372,Unknown,"Blastocystis sp. subtype 8 isolate SG_PM2 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST8,barcode_mapping
MG280764.1,372,Unknown,"Blastocystis sp. subtype 8 isolate ICTB_AB129 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST8,barcode_mapping
MG280763.1,372,Unknown,"Blastocystis sp. subtype 8 isolate ITCB_AB79 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST8,barcode_mapping
MG280762.1,372,Unknown,"Blastocystis sp. subtype 8 isolate LBCE_17735 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST8,barcode_mapping
MG280761.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SPS_PR9 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST5,barcode_mapping
MG280760.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_P5 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST5,barcode_mapping
MG280759.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_P9 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST12,barcode_mapping
MG280758.1,366,Unknown,"Blastocystis sp. subtype 5 isolate NIT_G4 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST5,barcode_mapping
MG280757.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_P21 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST12,barcode_mapping
MG280756.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_P19 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST5,barcode_mapping
MG280755.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_P16 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST12,barcode_mapping
MG280754.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_P15 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST5,barcode_mapping
MG280753.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_P14 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST5,barcode_mapping
MG280752.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SPS_PR1 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST5,barcode_mapping
MG280751.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_PM5 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST5,barcode_mapping
MG280750.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_P12 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST5,barcode_mapping
MG280749.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_P8 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST5,barcode_mapping
MG280748.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_P4 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST5,barcode_mapping
MG280747.1,366,Unknown,"Blastocystis sp. subtype 5 isolate SG_P1 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST12,barcode_mapping
MG280746.1,372,Unknown,"Blastocystis sp. subtype 4 isolate NIT_B62 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,novel_5,barcode_mapping
MG280745.1,372,Unknown,"Blastocystis sp. subtype 4 isolate SPS_PR12 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,novel_5,barcode_mapping
MG280744.1,374,Unknown,"Blastocystis sp. subtype 3 isolate ICTB_AG149 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST3,barcode_mapping
MG280743.1,374,Unknown,"Blastocystis sp. subtype 3 isolate Zoo_6 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST3,barcode_mapping
MG280742.1,374,Unknown,"Blastocystis sp. subtype 3 isolate LBCE_18225 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST3,barcode_mapping
MG280741.1,311,Unknown,"Blastocystis sp. subtype 3 isolate ICTB_X6 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST3,barcode_mapping
MG280740.1,369,Unknown,"Blastocystis sp. subtype 2 isolate ICTB_AB111 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST2,barcode_mapping
MG280739.1,369,Unknown,"Blastocystis sp. subtype 2 isolate ICTB_AB39 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST2,barcode_mapping
MG280738.1,369,Unknown,"Blastocystis sp. subtype 2 isolate ICTB_AB69 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST2,barcode_mapping
MG280737.1,369,Unknown,"Blastocystis sp. subtype 2 isolate ICTB_AD47 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST2,barcode_mapping
MG280736.1,369,Unknown,"Blastocystis sp. subtype 2 isolate ICTB_AD55 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST2,barcode_mapping
MG280735.1,369,Unknown,"Blastocystis sp. subtype 2 isolate ICTB_AD81 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST2,barcode_mapping
MG280734.1,369,Unknown,"Blastocystis sp. subtype 2 isolate ICTB_AH51 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST2,barcode_mapping
MG280733.1,369,Unknown,"Blastocystis sp. subtype 2 isolate ICTB_T85 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST2,barcode_mapping
MG280732.1,369,Unknown,"Blastocystis sp. subtype 2 isolate ICTB_X2 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST2,barcode_mapping
MG280731.1,369,Unknown,"Blastocystis sp. subtype 2 isolate ICTB_X5 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST2,barcode_mapping
MG280730.1,369,Unknown,"Blastocystis sp. subtype 2 isolate Zoo_7 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST2,barcode_mapping
MG280729.1,370,Unknown,"Blastocystis sp. subtype 1 isolate Zoo_14 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST1,barcode_mapping
MG280728.1,370,Unknown,"Blastocystis sp. subtype 1 isolate Zoo_71 18S ribosomal RNA gene, partial sequence",,,,"Distribution of Blastocystis subtypes isolated from vertebrates and invertebrates in the State of Rio de Janeiro, Brazil; Direct Submission",,,,,ST1,barcode_mapping
